REGIAO_ORIGEM,UF,DATE,TMIN,TMAX,PREC
Rondônia,RO,2006-07-02,21.329553467450964,32.349913141320165,1976.6713639916477
Serrana de Itiruçu/Brejões,BA,2006-07-02,17.896112142607222,27.48248084755831,913.4397724950036
Serrana do Rio de Janeiro,RJ,2006-07-02,15.812420919829725,26.38394651225969,1306.172815659467
Sul de Minas,MG,2006-07-02,14.30366352005005,26.830579711914062,1423.3925359375
Sul do Rio de Janeiro,RJ,2006-07-02,16.457748853243313,27.127866451556866,1235.7159345577925
Acre,AC,2007-07-02,20.755013163964353,31.343586787506563,1743.6809094299624
Alta Mogiana,SP,2007-07-02,17.517945010086585,28.609677643611512,1519.398193359375
Atlântico Baiano,BA,2007-07-02,19.610496407774484,28.28178559917293,1365.7253746833976
Campo das Vertentes,MG,2007-07-02,15.155193020315732,27.26982332678402,1283.2710086598115
Caparaó,ES,2007-07-02,14.569861202705198,27.214413200936665,1267.006562023628
Ceará,CE,2007-07-02,20.579067885273634,31.852865469576134,804.61264592951
Cerrado Mineiro,MG,2007-07-02,17.365544090113037,29.668376085427482,1196.040425365756
Chapada Diamantina,BA,2007-07-02,16.81956086637362,27.339222521586933,595.5965559154638
Chapada de Minas,MG,2007-07-02,17.1626184775736,29.269617559901334,707.1381090483208
Conilon Capixaba,ES,2007-07-02,19.55327818128798,30.083000783567076,891.0065324571398
Goiás,GO,2007-07-02,17.746973809231534,30.331117198325657,1216.5010465129037
Mantiqueira de Minas,MG,2007-07-02,13.087389615865854,26.89285476391132,1496.2916940542368
Marília e Garça,SP,2007-07-02,16.98894085354275,29.514951197306313,1434.4538058810763
Matas de Minas,MG,2007-07-02,15.797882166775791,27.677256404103098,1097.896050299798
Matas de Rondônia,RO,2007-07-02,20.01819330851237,32.05650139407835,1816.4301474750905
Mato Grosso,MT,2007-07-02,20.204374592361354,32.074221523232,1810.4023920085663
Montanhas de Minas,MG,2007-07-02,16.703594534020674,28.084153917499055,1083.8580540248327
Montanhas do Espírito Santo,ES,2007-07-02,15.997990036010743,27.065987243652344,1038.7105989583333
Média Mogiana,SP,2007-07-02,15.413696537847104,27.262524625529412,1431.0507348102071
Noroeste/Norte do Rio de Janeiro,RJ,2007-07-02,18.78973618036584,29.581476477128042,1145.5489772362046
Norte Pioneiro do Paraná,PR,2007-07-02,16.396921556892124,28.255501469821795,1436.7955651249447
Norte e Noroeste de Minas,MG,2007-07-02,18.070469423576636,31.067499416845816,1232.094270494249
Oeste da Bahia,BA,2007-07-02,17.66856428901142,31.69219751154038,747.1207172577394
Ourinhos e Avaré,SP,2007-07-02,16.54586951963363,28.20498259349536,1330.9681094590053
Paraná,PR,2007-07-02,17.41159452890095,28.840193340652867,1450.1840215984143
Pernambuco,PE,2007-07-02,19.035406318077673,28.389110359778773,906.1296818659856
Pinhal,SP,2007-07-02,15.31854926622831,27.954022334172176,1481.8575204702524
Planalto Central,DF,2007-07-02,16.790984083105016,28.4602501127455,1019.8137636537905
Planalto de Vitória da Conquista,BA,2007-07-02,17.318924355925176,28.015034056546394,732.6497015702097
Rondônia,RO,2007-07-02,20.599166645579665,32.279042135959855,1869.3218026091026
Serrana de Itiruçu/Brejões,BA,2007-07-02,17.41912729795589,27.288162142731423,850.4469437710075
Serrana do Rio de Janeiro,RJ,2007-07-02,15.950847027348537,26.667438058292163,1520.722438438266
Sul de Minas,MG,2007-07-02,14.457397465515136,27.25530386352539,1334.7442828125
Sul do Rio de Janeiro,RJ,2007-07-02,16.833364975758087,27.47902884850135,1189.0820140349558
Acre,AC,2008-07-01,20.930557318069226,30.932389381542876,1633.6309996178402
Alta Mogiana,SP,2008-07-01,16.917423478488264,27.901816006364495,1782.9887842638739
Atlântico Baiano,BA,2008-07-01,19.401411152321455,28.29563835875629,1045.6254548373288
Campo das Vertentes,MG,2008-07-01,14.916864857954138,26.508206227246454,1824.8139971564797
Caparaó,ES,2008-07-01,14.660535393691644,26.233792653897915,1697.7895567358994
Ceará,CE,2008-07-01,20.477574570010407,31.29271501483339,1111.7975223425663
Cerrado Mineiro,MG,2008-07-01,17.25721480387338,28.97268543677794,1518.624188030235
Chapada Diamantina,BA,2008-07-01,17.267523925100562,27.994839189664138,593.3609573761327
Chapada de Minas,MG,2008-07-01,17.009942299785138,28.901096478390947,1026.931314988323
Conilon Capixaba,ES,2008-07-01,19.637517310954905,29.749282148149277,1237.6035314489293
Goiás,GO,2008-07-01,17.83476491380082,29.59783535401664,1576.8778199613764
Mantiqueira de Minas,MG,2008-07-01,12.796817339383638,25.81081540767963,1825.6111896221455
Marília e Garça,SP,2008-07-01,16.320614835951062,28.642260572645398,1148.2643215603298
Matas de Minas,MG,2008-07-01,15.9326260640071,26.92305851649571,1524.9184284343587
Matas de Rondônia,RO,2008-07-01,20.47660301319067,31.800323779341102,1745.423489512568
Mato Grosso,MT,2008-07-01,20.249738778623026,31.679231963572555,2066.6901185082606
Montanhas de Minas,MG,2008-07-01,16.6783578951556,27.337658849873936,1618.7664442707721
Montanhas do Espírito Santo,ES,2008-07-01,16.119505780537924,26.182796885172525,1520.6849584960937
Média Mogiana,SP,2008-07-01,15.229221997053727,26.639989230943762,1581.5922984247622
Noroeste/Norte do Rio de Janeiro,RJ,2008-07-01,18.649996781650977,28.54575881475135,1654.4282458341575
Norte Pioneiro do Paraná,PR,2008-07-01,15.863202771396502,26.952913094919623,1350.551211526208
Norte e Noroeste de Minas,MG,2008-07-01,17.791671024428474,30.249016532191522,1603.8534625018085
Oeste da Bahia,BA,2008-07-01,17.65566128460481,30.545460792786297,1136.4436240782711
Ourinhos e Avaré,SP,2008-07-01,15.578584886366322,27.03784292487688,1276.6840623424898
Paraná,PR,2008-07-01,16.5897696018219,28.09063914575075,1377.9477809102912
Pernambuco,PE,2008-07-01,19.14488719059871,28.602778126643255,996.8276780348558
Pinhal,SP,2008-07-01,15.46324689571674,27.573242554297813,1491.8946251502405
Planalto Central,DF,2008-07-01,16.467914934511537,27.91660499572754,1511.0331149631077
Planalto de Vitória da Conquista,BA,2008-07-01,16.846804451524164,28.25704418985467,684.1297889843322
Rondônia,RO,2008-07-01,20.94380649998641,31.721764019644574,2000.7751338712237
Serrana de Itiruçu/Brejões,BA,2008-07-01,17.677831206210826,27.876516031664472,685.16318103879
Serrana do Rio de Janeiro,RJ,2008-07-01,15.653492441364364,25.50686825022978,1824.508394129136
Sul de Minas,MG,2008-07-01,14.25515387802124,26.456023361206054,1744.67895703125
Sul do Rio de Janeiro,RJ,2008-07-01,16.545563233204376,25.857381771772335,1708.660873021835
Acre,AC,2009-07-02,21.33116474103688,31.050794309108102,2142.3818940589176
Alta Mogiana,SP,2009-07-02,17.26485622340235,28.049214593295392,2000.2119919349407
Atlântico Baiano,BA,2009-07-02,20.354545715192682,29.040948693610762,1358.6923914521797
Campo das Vertentes,MG,2009-07-02,15.843534343382892,27.026201977449304,1768.4167408662684
Caparaó,ES,2009-07-02,16.058140638397962,26.886227444904605,1792.0911388862423
Ceará,CE,2009-07-02,20.611656458690913,30.758340758506698,1569.0443602282592
Cerrado Mineiro,MG,2009-07-02,17.76390548275618,28.95304890745175,1590.8620118956635
Chapada Diamantina,BA,2009-07-02,18.23721297168377,27.999538776156626,738.463495190702
Chapada de Minas,MG,2009-07-02,17.76913612067063,29.109447467030154,1100.6476045113018
Conilon Capixaba,ES,2009-07-02,20.423683113522,30.39804114235772,1371.5464500144676
Goiás,GO,2009-07-02,18.225771447820037,29.629456555288446,1610.6106174524102
Mantiqueira de Minas,MG,2009-07-02,13.754745501738329,26.156350796039288,1841.3499990609976
Marília e Garça,SP,2009-07-02,17.11907149420844,28.47181273566352,2015.359459092882
Matas de Minas,MG,2009-07-02,16.849401247251283,27.423154924299332,1623.8038910552339
Matas de Rondônia,RO,2009-07-02,21.48984204167905,31.883480348448824,2022.6471538156702
Mato Grosso,MT,2009-07-02,21.009863090996184,31.683691457721956,1980.2661649263823
Montanhas de Minas,MG,2009-07-02,17.573749900760507,27.811678549400845,1644.8553474827816
Montanhas do Espírito Santo,ES,2009-07-02,17.004210408528646,26.741305185953777,1723.2566422526043
Média Mogiana,SP,2009-07-02,15.953565213991249,26.85109229709791,2001.4617123811142
Noroeste/Norte do Rio de Janeiro,RJ,2009-07-02,19.496834936021248,29.21822922139228,1416.3746399698377
Norte Pioneiro do Paraná,PR,2009-07-02,16.801826558214554,27.07672602065066,1870.9451982214096
Norte e Noroeste de Minas,MG,2009-07-02,18.327010371066905,30.216729526166564,1687.4556788691768
Oeste da Bahia,BA,2009-07-02,18.214903130250818,30.44389999359049,1323.5318761815363
Ourinhos e Avaré,SP,2009-07-02,16.53579557070168,27.057430739043863,1977.511214717742
Paraná,PR,2009-07-02,17.281460976914357,27.956117727254565,1950.3938156931024
Pernambuco,PE,2009-07-02,19.355517666156477,29.123097463754508,1026.6426419771635
Pinhal,SP,2009-07-02,16.14142678334163,27.738386520972618,2008.3585862379807
Planalto Central,DF,2009-07-02,16.88861029236405,27.80646723288077,1633.0604451497395
Planalto de Vitória da Conquista,BA,2009-07-02,17.94633947338974,28.448569013361347,698.622593126799
Rondônia,RO,2009-07-02,21.733745705524623,31.76138931684439,2226.6710005923105
Serrana de Itiruçu/Brejões,BA,2009-07-02,18.522260555001193,28.337875787601913,697.0498437216115
Serrana do Rio de Janeiro,RJ,2009-07-02,16.608467962227614,26.160849328134574,1836.0753006280638
Sul de Minas,MG,2009-07-02,15.078477252197265,26.77214768371582,1811.11964921875
Sul do Rio de Janeiro,RJ,2009-07-02,17.494703830816807,26.575075247348884,1736.4417192508013
Acre,AC,2010-07-02,20.869949858392303,31.56474917857491,1612.7342152044403
Alta Mogiana,SP,2010-07-02,16.684667143328436,28.919389198566304,1381.4320447198277
Atlântico Baiano,BA,2010-07-02,20.058620078378617,28.786563690394573,1264.3265169047875
Campo das Vertentes,MG,2010-07-02,15.041235124363618,27.221171603483313,1359.7453056784236
Caparaó,ES,2010-07-02,15.075771913295839,26.896948605048948,1499.534608422256
Ceará,CE,2010-07-02,21.114570020425198,32.62791614339809,658.8132429026595
Cerrado Mineiro,MG,2010-07-02,17.24053929212424,29.488377063664345,1319.169204806689
Chapada Diamantina,BA,2010-07-02,17.814369690905718,27.933799637294612,734.7343739789658
Chapada de Minas,MG,2010-07-02,17.29487031006728,29.12702816864774,964.7681197088384
Conilon Capixaba,ES,2010-07-02,19.992907135574907,30.080435858832466,1059.960120872215
Goiás,GO,2010-07-02,17.817799947809064,30.416002294990452,1270.1474325262716
Mantiqueira de Minas,MG,2010-07-02,13.020777390553402,26.723754846132717,1319.35794536884
Marília e Garça,SP,2010-07-02,16.4910767449273,29.19567879570855,1299.1177625868056
Matas de Minas,MG,2010-07-02,16.048228083790598,27.458523183435826,1397.9819976166411
Matas de Rondônia,RO,2010-07-02,21.1849489847819,32.69523852251578,1818.3555904664854
Mato Grosso,MT,2010-07-02,20.64775833837021,32.437053175321296,1860.0926165394344
Montanhas de Minas,MG,2010-07-02,16.96051955940132,27.776588694493572,1351.363683141264
Montanhas do Espírito Santo,ES,2010-07-02,16.510461285909017,26.72777193705241,1309.42505859375
Média Mogiana,SP,2010-07-02,15.240564180457074,27.455766532732092,1368.081513778023
Noroeste/Norte do Rio de Janeiro,RJ,2010-07-02,18.8280747570569,29.453116356572018,1114.8332218218454
Norte Pioneiro do Paraná,PR,2010-07-02,16.150403016002464,27.387403596377542,1278.54556079621
Norte e Noroeste de Minas,MG,2010-07-02,17.81747347778744,30.827565802468193,1330.0453316017433
Oeste da Bahia,BA,2010-07-02,17.763157952915538,31.16064552572322,1036.0127929034718
Ourinhos e Avaré,SP,2010-07-02,16.311777484032415,27.563131024760583,1283.6851294732862
Paraná,PR,2010-07-02,16.750357271809328,28.032698361497175,1513.9223311574835
Pernambuco,PE,2010-07-02,19.389337158203126,29.10010792658879,1037.1243577223559
Pinhal,SP,2010-07-02,15.389512062072754,28.43456613100492,1260.0748244065505
Planalto Central,DF,2010-07-02,16.543871120170312,28.542082998487686,1289.6097242567275
Planalto de Vitória da Conquista,BA,2010-07-02,17.721914207726194,28.58975322623002,716.0859294690584
Rondônia,RO,2010-07-02,21.61424908238348,32.5089715346265,1802.764521915487
Serrana de Itiruçu/Brejões,BA,2010-07-02,18.434629817341648,27.930302265078524,847.0818971145985
Serrana do Rio de Janeiro,RJ,2010-07-02,15.892812111798454,26.213923772176106,1563.1215341605391
Sul de Minas,MG,2010-07-02,14.30851410369873,27.197280029296873,1322.4856392578124
Sul do Rio de Janeiro,RJ,2010-07-02,16.81492133018298,26.77068020747258,1488.3426231971155
Acre,AC,2011-07-02,20.98474605119408,31.04099209464375,1793.0051573173484
Alta Mogiana,SP,2011-07-02,16.394276059907057,28.326136654820935,1588.5143474710399
Atlântico Baiano,BA,2011-07-02,19.511612870377494,27.948974818399506,1435.0509529287956
Campo das Vertentes,MG,2011-07-02,14.978400426752428,26.80527291578405,1673.266648236443
Caparaó,ES,2011-07-02,14.882057189941406,26.112307990469585,1565.3677115091464
Ceará,CE,2011-07-02,20.417976167466904,30.927421088170522,1214.3824617019807
Cerrado Mineiro,MG,2011-07-02,17.103399711119216,28.98007057024085,1599.1591585842473
Chapada Diamantina,BA,2011-07-02,17.233980295826512,27.40928907997103,579.0719645333556
Chapada de Minas,MG,2011-07-02,16.859430408138397,28.474140423812052,1004.496102829251
Conilon Capixaba,ES,2011-07-02,19.407486421090585,29.278625205711084,1256.6025944462529
Goiás,GO,2011-07-02,17.650803102153453,29.697798727412092,1534.6243102929375
Mantiqueira de Minas,MG,2011-07-02,12.87989590718196,26.172229840205265,1503.0793316180889
Marília e Garça,SP,2011-07-02,16.654359033372668,29.155075158013236,1483.875271267361
Matas de Minas,MG,2011-07-02,15.97176399097576,26.870074705644086,1495.5185256637894
Matas de Rondônia,RO,2011-07-02,21.265018568177155,32.10518400219903,1748.541792629076
Mato Grosso,MT,2011-07-02,20.711196808015263,31.98822638787057,2099.42852044316
Montanhas de Minas,MG,2011-07-02,16.69229032939538,27.196545482578134,1451.0461755049855
Montanhas do Espírito Santo,ES,2011-07-02,16.066655248006185,25.85237492879232,1473.2271988932291
Média Mogiana,SP,2011-07-02,15.057166773339976,27.116355978924297,1628.3419348675272
Noroeste/Norte do Rio de Janeiro,RJ,2011-07-02,18.468073651760438,28.515307993828497,1152.4743644617781
Norte Pioneiro do Paraná,PR,2011-07-02,15.968732921789725,27.196472749642446,1329.7444219927415
Norte e Noroeste de Minas,MG,2011-07-02,17.57985187459875,30.295034214302344,1570.2360608136212
Oeste da Bahia,BA,2011-07-02,17.578462872275693,30.34649962154939,1252.3638846657493
Ourinhos e Avaré,SP,2011-07-02,15.58432303192795,27.20579590335969,1442.5846695438509
Paraná,PR,2011-07-02,16.692773867594568,28.058923812288988,1552.805599011873
Pernambuco,PE,2011-07-02,18.946210391704852,28.48562821608323,1109.4553194486177
Pinhal,SP,2011-07-02,15.3073976956881,28.140012521010178,1590.0499971829927
Planalto Central,DF,2011-07-02,16.35881616451122,27.88623951099537,1476.659582067419
Planalto de Vitória da Conquista,BA,2011-07-02,17.00582582490486,27.894463840283844,623.5326744213439
Rondônia,RO,2011-07-02,21.49011873451472,31.979954223486374,1913.7343280618952
Serrana de Itiruçu/Brejões,BA,2011-07-02,17.896312514016795,27.32589204921279,699.7910294643668
Serrana do Rio de Janeiro,RJ,2011-07-02,15.492613268833534,25.331493826473462,1551.5194307215074
Sul de Minas,MG,2011-07-02,14.211163861846924,26.834574389648438,1571.3139896484374
Sul do Rio de Janeiro,RJ,2011-07-02,16.59941467872033,26.258402946667793,1263.2466868865183
Acre,AC,2012-07-01,20.96060559977239,31.043852583247812,2193.4214052746643
Alta Mogiana,SP,2012-07-01,16.954956186228785,28.546203777707856,1462.0393760944235
Atlântico Baiano,BA,2012-07-01,19.347865936418646,28.338302298767925,1038.638549247289
Campo das Vertentes,MG,2012-07-01,15.162576591267305,26.946611712960635,1300.4841649672564
Caparaó,ES,2012-07-01,15.32796771351884,26.928084489775866,1118.2301457102706
Ceará,CE,2012-07-01,20.853404478593305,32.709484350801716,459.103984485973
Cerrado Mineiro,MG,2012-07-01,17.478046012467725,29.403725882741483,1152.1132469414183
Chapada Diamantina,BA,2012-07-01,17.589845504902552,28.464024462221282,289.3523887435743
Chapada de Minas,MG,2012-07-01,17.495487676735873,29.38869488943514,734.4733715994078
Conilon Capixaba,ES,2012-07-01,19.87013265821669,29.983767880333794,960.7523278130425
Goiás,GO,2012-07-01,17.970614961406774,29.98826130703211,1215.553694674521
Mantiqueira de Minas,MG,2012-07-01,13.117345351439257,26.105356143071102,1337.187227689303
Marília e Garça,SP,2012-07-01,17.065054575602215,29.399977196587457,1595.6351047092014
Matas de Minas,MG,2012-07-01,16.40739413574859,27.637531667322545,1107.0745038652753
Matas de Rondônia,RO,2012-07-01,21.16891366156979,32.13953086189602,1983.9177875905798
Mato Grosso,MT,2012-07-01,20.619758815212176,32.00105333869424,2004.1150323355484
Montanhas de Minas,MG,2012-07-01,17.07262172734827,27.78790888033415,1133.248284476144
Montanhas do Espírito Santo,ES,2012-07-01,16.489083658854167,27.125008341471354,1238.4025
Média Mogiana,SP,2012-07-01,15.494246970052304,27.334278189617656,1511.0383672299592
Noroeste/Norte do Rio de Janeiro,RJ,2012-07-01,18.926313871069798,29.223974783209307,1076.070682573922
Norte Pioneiro do Paraná,PR,2012-07-01,16.713373515622834,27.95189923766657,1364.9809544340094
Norte e Noroeste de Minas,MG,2012-07-01,17.920122358534073,30.74984757988541,1228.8515266135887
Oeste da Bahia,BA,2012-07-01,18.027418709056263,31.569554499763857,854.6376309318339
Ourinhos e Avaré,SP,2012-07-01,16.558486230911747,27.77290992326634,1546.1607587260585
Paraná,PR,2012-07-01,17.371746947890834,29.039664359469164,1439.225742239701
Pernambuco,PE,2012-07-01,19.003659849900465,29.513636838472806,461.5462585449219
Pinhal,SP,2012-07-01,15.622811464162973,28.187327531667854,1500.8045513446514
Planalto Central,DF,2012-07-01,16.895720658478915,28.158373444168657,1268.6548959237557
Planalto de Vitória da Conquista,BA,2012-07-01,17.17264335197315,28.90215071460657,454.4918089080275
Rondônia,RO,2012-07-01,21.331389519318662,32.066515602214324,1933.0412978784288
Serrana de Itiruçu/Brejões,BA,2012-07-01,17.922849899114563,28.067608079244923,424.0718715579011
Serrana do Rio de Janeiro,RJ,2012-07-01,15.898775437298942,26.061855166566136,1459.0142822265625
Sul de Minas,MG,2012-07-01,14.509034633636475,26.932344024658203,1313.288115625
Sul do Rio de Janeiro,RJ,2012-07-01,16.834492805676582,26.862075561132187,1343.8431678185095
Acre,AC,2013-07-02,21.160221694102837,31.024555994637648,2140.5248833277715
Alta Mogiana,SP,2013-07-02,17.152763531125824,28.106914290066424,1720.0718047043372
Atlântico Baiano,BA,2013-07-02,19.878202917368988,28.389176860791906,1501.469464585117
Campo das Vertentes,MG,2013-07-02,15.15361304844127,26.46644059349509,1424.9175468893611
Caparaó,ES,2013-07-02,15.493576701094465,26.01197340430283,1650.7797345417302
Ceará,CE,2013-07-02,21.078728396483143,32.36075062221951,688.3023570667614
Cerrado Mineiro,MG,2013-07-02,17.4858422476806,28.958746274312336,1482.0138782319568
Chapada Diamantina,BA,2013-07-02,17.92270549788351,28.183826446533203,668.9673860117406
Chapada de Minas,MG,2013-07-02,17.858709706615297,29.16040996130675,1112.8826175784725
Conilon Capixaba,ES,2013-07-02,19.89573148444847,29.962906289983678,1404.8509747540509
Goiás,GO,2013-07-02,18.007168670335894,29.724567646008243,1473.480215498188
Mantiqueira de Minas,MG,2013-07-02,13.236509946676401,25.53011259665856,1599.3843595064604
Marília e Garça,SP,2013-07-02,16.712994808620877,28.75219552781847,1521.7044379340277
Matas de Minas,MG,2013-07-02,16.48463501963582,26.88054510263296,1437.7200885052448
Matas de Rondônia,RO,2013-07-02,21.516187745246334,31.665861345374065,2072.7077948086503
Mato Grosso,MT,2013-07-02,21.020753466015655,31.664088416370138,2398.7876633864184
Montanhas de Minas,MG,2013-07-02,17.094253626084864,27.190328479709482,1496.6723476782777
Montanhas do Espírito Santo,ES,2013-07-02,16.5639453125,25.995393244425454,1784.6416796875
Média Mogiana,SP,2013-07-02,15.357053134752357,26.70160484313965,1467.2096358589504
Noroeste/Norte do Rio de Janeiro,RJ,2013-07-02,18.848744706262515,28.80492584614814,1274.2931835319423
Norte Pioneiro do Paraná,PR,2013-07-02,16.231920161145798,26.8745917732834,1570.5251265721963
Norte e Noroeste de Minas,MG,2013-07-02,17.69078383622346,30.12317184165672,1496.7839756718388
Oeste da Bahia,BA,2013-07-02,18.56766255016633,31.250098797089276,1195.118247945041
Ourinhos e Avaré,SP,2013-07-02,15.666128784097651,27.293276530440135,1565.9835703860047
Paraná,PR,2013-07-02,16.76748578171981,27.94908122953616,1831.5919077019942
Pernambuco,PE,2013-07-02,19.48241304250864,29.451558157113883,766.3714594914363
Pinhal,SP,2013-07-02,15.517691465524527,27.606771322397087,1563.5135028545674
Planalto Central,DF,2013-07-02,16.865633487701416,28.046876554135924,1516.0009991681134
Planalto de Vitória da Conquista,BA,2013-07-02,17.576674043086538,28.6529603841012,766.3050721821032
Rondônia,RO,2013-07-02,21.647971732297616,31.68282549486508,2291.0249359267536
Serrana de Itiruçu/Brejões,BA,2013-07-02,18.51506348543389,27.7836362927459,817.7901242278343
Serrana do Rio de Janeiro,RJ,2013-07-02,15.876496614194384,25.474315007527668,1611.3240583831189
Sul de Minas,MG,2013-07-02,14.573758451080323,26.45302355041504,1516.3741294921874
Sul do Rio de Janeiro,RJ,2013-07-02,16.76947256234976,26.086362838745117,1463.7229911608574
Acre,AC,2014-07-02,21.184640364431257,30.858713104497248,2292.506105815945
Alta Mogiana,SP,2014-07-02,17.525777109738055,29.31643482734417,1067.4517790695716
Atlântico Baiano,BA,2014-07-02,19.356297462498215,28.081173953400356,1261.0730331629923
Campo das Vertentes,MG,2014-07-02,15.05172067530015,27.568632266100714,922.1794209199793
Caparaó,ES,2014-07-02,15.087674094409477,26.883601863209794,982.0460473037348
Ceará,CE,2014-07-02,20.95951823995571,32.19815028797496,613.6263008502999
Cerrado Mineiro,MG,2014-07-02,17.461255113036984,29.5881592630106,1032.2692889416933
Chapada Diamantina,BA,2014-07-02,17.26609803309671,27.490278435462468,706.7715635618756
Chapada de Minas,MG,2014-07-02,17.423208419283938,29.25617979735242,622.4447750865353
Conilon Capixaba,ES,2014-07-02,19.63323488941899,29.72613286972046,939.3712129946108
Goiás,GO,2014-07-02,18.010689735412598,30.09843633415994,1348.8038933571804
Mantiqueira de Minas,MG,2014-07-02,12.939238603298481,27.07781641299908,793.2114668626052
Marília e Garça,SP,2014-07-02,17.111116070217555,29.947733137342667,1300.9873453776042
Matas de Minas,MG,2014-07-02,16.227300203763523,27.93024375221946,773.1342350886418
Matas de Rondônia,RO,2014-07-02,21.76362798386726,31.94807857568713,2161.4002257416214
Mato Grosso,MT,2014-07-02,21.097193850244278,31.932153921860916,2114.6456492016323
Montanhas de Minas,MG,2014-07-02,16.959930018374795,28.092563801241997,827.1423195286801
Montanhas do Espírito Santo,ES,2014-07-02,16.30890323638916,26.34820467631022,922.8331290690104
Média Mogiana,SP,2014-07-02,15.711088543352874,28.153405852939773,956.8114577583644
Noroeste/Norte do Rio de Janeiro,RJ,2014-07-02,18.763257268108898,29.755924562864667,752.3865538005588
Norte Pioneiro do Paraná,PR,2014-07-02,16.8631636098767,27.82790330115785,1394.3648569093527
Norte e Noroeste de Minas,MG,2014-07-02,17.696780496173435,30.88679501745436,1042.2985059950088
Oeste da Bahia,BA,2014-07-02,18.173963906293245,31.183960988559825,834.9192100157712
Ourinhos e Avaré,SP,2014-07-02,16.374274766573343,28.2953247152349,1158.914323047925
Paraná,PR,2014-07-02,17.741256742100965,28.75996202857871,1761.278078781931
Pernambuco,PE,2014-07-02,19.103481322068433,28.853717715923604,871.5851947490986
Pinhal,SP,2014-07-02,15.745789417853722,29.162966067974384,937.2452603853666
Planalto Central,DF,2014-07-02,16.769119262695312,28.24992151613589,1375.1889286747685
Planalto de Vitória da Conquista,BA,2014-07-02,16.869446068479302,28.34357768610904,551.9812687656336
Rondônia,RO,2014-07-02,21.781298929655012,31.90536855354724,2300.8306114699544
Serrana de Itiruçu/Brejões,BA,2014-07-02,17.822803053745005,27.322980592417164,853.0832735993141
Serrana do Rio de Janeiro,RJ,2014-07-02,15.625751102671904,26.768803689994066,884.0087316176471
Sul de Minas,MG,2014-07-02,14.437311364746094,27.652619839477538,894.6320326171875
Sul do Rio de Janeiro,RJ,2014-07-02,16.736719351548416,27.649973502525917,872.2756989307893
Acre,AC,2015-07-02,21.58248101766385,31.59591995891015,1983.500775361181
Alta Mogiana,SP,2015-07-02,17.816769517701246,29.09513756324505,1598.5734652815195
Atlântico Baiano,BA,2015-07-02,19.73519294773607,29.13730355702579,888.1039530436198
Campo das Vertentes,MG,2015-07-02,15.887589875389548,27.578190803527832,1394.4583129882812
Caparaó,ES,2015-07-02,16.08573280892721,27.737542780434215,904.8407756526295
Ceará,CE,2015-07-02,21.007017174152413,32.463339776703805,707.6566553597498
Cerrado Mineiro,MG,2015-07-02,18.225951830546062,30.0593965167091,1206.157443091983
Chapada Diamantina,BA,2015-07-02,17.59842225255576,28.585459258919755,545.0134787293615
Chapada de Minas,MG,2015-07-02,18.28176345621564,30.563554450201394,540.7800369642807
Conilon Capixaba,ES,2015-07-02,20.329662570246942,31.310486422644722,535.3782741405346
Goiás,GO,2015-07-02,18.530358949786777,30.711039207911607,1248.194339464411
Mantiqueira de Minas,MG,2015-07-02,14.16229565326984,26.672049852517937,1255.1089993990386
Marília e Garça,SP,2015-07-02,17.69183637830946,29.381283272637262,1746.5736979166666
Matas de Minas,MG,2015-07-02,17.19768700899778,28.48729557757611,889.8632543603857
Matas de Rondônia,RO,2015-07-02,21.946018147123034,32.91151971678803,1780.0762030117753
Mato Grosso,MT,2015-07-02,21.369719080786687,32.77375906502915,1765.3365965334494
Montanhas de Minas,MG,2015-07-02,17.86262121236414,28.65879541411436,1036.8457663399834
Montanhas do Espírito Santo,ES,2015-07-02,17.265806528727214,27.41829032897949,805.121143391927
Média Mogiana,SP,2015-07-02,16.332123331401657,27.729829684547756,1479.9927699876869
Noroeste/Norte do Rio de Janeiro,RJ,2015-07-02,19.588355824917176,30.183483003061028,855.8400168117089
Norte Pioneiro do Paraná,PR,2015-07-02,17.355530434466424,27.686009292061446,2034.9604396955342
Norte e Noroeste de Minas,MG,2015-07-02,18.51795268058777,31.230834863804006,1213.8297972502533
Oeste da Bahia,BA,2015-07-02,18.456378064691066,32.0431090778208,733.1615211364419
Ourinhos e Avaré,SP,2015-07-02,17.146952393234418,27.76088140344107,1776.4544087071572
Paraná,PR,2015-07-02,18.00350931286812,28.64062644305982,2334.563982311048
Pernambuco,PE,2015-07-02,19.398943622295672,30.13265278155987,623.3212341308594
Pinhal,SP,2015-07-02,16.463825886066143,28.62222091968243,1368.1710439828726
Planalto Central,DF,2015-07-02,16.898259851667618,29.06910906897651,1218.2225353099682
Planalto de Vitória da Conquista,BA,2015-07-02,17.42690810822604,29.659837254306726,379.03731349476595
Rondônia,RO,2015-07-02,22.029322418583867,32.808496436169726,1908.1827884608176
Serrana de Itiruçu/Brejões,BA,2015-07-02,18.02882748980855,28.331389405006586,725.5081659361374
Serrana do Rio de Janeiro,RJ,2015-07-02,16.503394613078996,26.993257784375956,1179.8839542164521
Sul de Minas,MG,2015-07-02,15.3967555809021,27.575192697143553,1339.7614842773437
Sul do Rio de Janeiro,RJ,2015-07-02,17.49632116464468,27.640237563695663,1232.6717717097356
Acre,AC,2016-07-01,21.12914960228618,31.701669942194492,1398.8365533723304
Alta Mogiana,SP,2016-07-01,17.172032109622297,28.94633122148185,1578.0911086509968
