REGIAO_ORIGEM,UF,DATE,TMIN,TMAX,PREC
Conilon Capixaba,ES,1979-07-02,19.154137629049796,28.9725341796875,1444.345280400029
Goiás,GO,1979-07-02,16.775406849709597,28.871546027365696,1650.7502586401486
Mantiqueira de Minas,MG,1979-07-02,11.97971747471736,25.006271362304688,1606.3593092698318
Marília e Garça,SP,1979-07-02,15.804667070176865,28.2815372467041,1240.2517632378472
Matas de Minas,MG,1979-07-02,15.19810379135025,25.931230998539423,1843.4449949464597
Matas de Rondônia,RO,1979-07-02,19.760165471616,31.26370185630909,1959.1309198794158
Mato Grosso,MT,1979-07-02,19.614505499037637,31.40847333232211,1889.5424656910072
Montanhas de Minas,MG,1979-07-02,15.983779476997547,26.145655972617014,1837.90870104338
Montanhas do Espírito Santo,ES,1979-07-02,15.681668637593587,25.574023615519206,1804.017189127604
Média Mogiana,SP,1979-07-02,14.371058225631714,25.704416979914125,1390.5691501783288
Noroeste/Norte do Rio de Janeiro,RJ,1979-07-02,18.034486456762387,28.27219337753103,1359.492756903926
Norte Pioneiro do Paraná,PR,1979-07-02,14.787895723437586,27.106370601248233,1254.176513671875
Norte e Noroeste de Minas,MG,1979-07-02,17.074930027679162,29.31519905726115,1486.561868738245
Oeste da Bahia,BA,1979-07-02,16.99761633057008,29.19718689587027,1461.981418874812
Ourinhos e Avaré,SP,1979-07-02,15.22188982399561,26.56237893463463,1154.3425076392389
Paraná,PR,1979-07-02,15.884863020558106,27.345034273047197,1648.7766203629344
Pernambuco,PE,1979-07-02,18.56902817946214,28.213053894042968,811.3278306227464
Pinhal,SP,1979-07-02,14.678011637467604,26.542837142944336,1479.1964299128606
Planalto Central,DF,1979-07-02,16.011189372451216,27.341460581179017,1607.9568368417245
Planalto de Vitória da Conquista,BA,1979-07-02,17.031081521720218,26.575840765969794,886.9773688065378
Rondônia,RO,1979-07-02,19.960952852142977,31.31384513352212,2050.020764527226
Serrana de Itiruçu/Brejões,BA,1979-07-02,17.685796371726102,26.907270431518555,810.9069930675417
Serrana do Rio de Janeiro,RJ,1979-07-02,15.080820700701546,25.1801898058723,1713.172633750766
Sul de Minas,MG,1979-07-02,13.566235826873779,25.529636825561525,1663.195734375
Sul do Rio de Janeiro,RJ,1979-07-02,15.623165815304487,25.56035467294546,1506.9531969901843
Acre,AC,1980-07-01,20.052215535437043,31.24641813345291,1765.954417779817
Alta Mogiana,SP,1980-07-01,16.69011614240449,27.31538016220619,1868.6734724373653
Atlântico Baiano,BA,1980-07-01,19.786546672315904,27.49256840361852,1726.3397852231378
Campo das Vertentes,MG,1980-07-01,14.978738939060884,25.994635694167194,1421.282980526195
Caparaó,ES,1980-07-01,14.287854706368796,26.25174787567883,1321.2705911775915
Ceará,CE,1980-07-01,20.671988015223032,31.267560689136236,794.6436422328757
Cerrado Mineiro,MG,1980-07-01,16.935978149034963,28.535406760300663,1601.390171722349
Chapada Diamantina,BA,1980-07-01,16.967410431475443,26.174164442324727,927.4013519854351
Chapada de Minas,MG,1980-07-01,16.88380324272074,27.759874295000504,1129.2892250142488
Conilon Capixaba,ES,1980-07-01,19.42304307443124,29.310470634036594,1339.2200226960358
Goiás,GO,1980-07-01,17.479905953568018,29.230692041436896,1686.5298460934364
Mantiqueira de Minas,MG,1980-07-01,11.86635345679063,25.534075883718636,1683.231464092548
Marília e Garça,SP,1980-07-01,16.494735463460287,28.646090613471138,1303.2041720920138
Matas de Minas,MG,1980-07-01,15.490901300123522,26.93507624005938,1243.797730345826
Matas de Rondônia,RO,1980-07-01,20.0619014242421,31.195321417545927,1883.8897195567256
Mato Grosso,MT,1980-07-01,19.714379246869274,31.50222490173571,2084.777466743921
Montanhas de Minas,MG,1980-07-01,16.51960735751274,27.079656106188782,1322.1926683698382
Montanhas do Espírito Santo,ES,1980-07-01,15.93932741800944,26.326036809285483,1416.6890852864583
Média Mogiana,SP,1980-07-01,15.087959559067436,26.276241841523543,1591.1473760190217
Noroeste/Norte do Rio de Janeiro,RJ,1980-07-01,18.255214848095857,29.198894452445114,919.0460630006428
Norte Pioneiro do Paraná,PR,1980-07-01,15.574306298654976,27.25808105739296,1635.2919428399268
Norte e Noroeste de Minas,MG,1980-07-01,18.536065150190282,30.128951028541284,1470.9754825168186
Oeste da Bahia,BA,1980-07-01,17.14541587982586,29.566909988933705,1460.5683296733998
Ourinhos e Avaré,SP,1980-07-01,15.749364155595021,27.025021481257614,1354.3882321593583
Paraná,PR,1980-07-01,16.24251558121882,27.137284147111995,1694.7337475826866
Pernambuco,PE,1980-07-01,18.540632306612455,28.250147041907677,760.3752483661358
Pinhal,SP,1980-07-01,15.615066528320312,26.934576401343712,1621.9058743990386
Planalto Central,DF,1980-07-01,16.627951286457204,27.29145477436207,1555.7283912941261
Planalto de Vitória da Conquista,BA,1980-07-01,17.254538653189677,26.890249770984315,1076.9533032869037
Rondônia,RO,1980-07-01,20.375075034582682,31.179077680493805,1974.6843961494822
Serrana de Itiruçu/Brejões,BA,1980-07-01,17.75629051341567,26.62450411153394,1117.217004820358
Serrana do Rio de Janeiro,RJ,1980-07-01,15.352206117966595,26.06035277422737,1433.0171664368872
Sul de Minas,MG,1980-07-01,13.97525620803833,26.16747784423828,1585.3301525390625
Sul do Rio de Janeiro,RJ,1980-07-01,16.10200248620449,26.627059056208683,1326.1778877453926
Acre,AC,1981-07-02,20.23836272685372,30.956419923197682,1874.1822295069096
Alta Mogiana,SP,1981-07-02,16.09544509032677,27.14209849258949,1705.6261365167027
Atlântico Baiano,BA,1981-07-02,19.6205899486803,27.470585722901504,1540.9588430744327
Campo das Vertentes,MG,1981-07-02,14.626572721144733,25.581682766185086,1389.5481387867646
Caparaó,ES,1981-07-02,13.884358033901307,25.493115634453005,1535.1900783631859
Ceará,CE,1981-07-02,20.48807373432198,31.28835651127979,747.4123945139876
Cerrado Mineiro,MG,1981-07-02,16.546129820016105,28.19753987251108,1563.8884345581812
Chapada Diamantina,BA,1981-07-02,16.434862608360092,26.097230372375716,752.6734982175011
Chapada de Minas,MG,1981-07-02,16.34437839331576,27.24040568748827,1238.2395972200984
Conilon Capixaba,ES,1981-07-02,19.085105507462114,28.684533578378183,1429.7592954282406
Goiás,GO,1981-07-02,16.93531203231689,28.972631478960214,1552.3572998046875
Mantiqueira de Minas,MG,1981-07-02,12.001433143248924,25.17290163040161,1708.3817819448618
Marília e Garça,SP,1981-07-02,16.502729076809352,28.067254002888998,1165.2837890625
Matas de Minas,MG,1981-07-02,14.968902374480988,26.019466960346783,1415.8926097096264
Matas de Rondônia,RO,1981-07-02,20.019144528154015,31.038420912148297,1836.8049422554348
Mato Grosso,MT,1981-07-02,19.89166225250552,31.337958487406052,2006.2721766968543
Montanhas de Minas,MG,1981-07-02,15.740932432332434,26.330759428497544,1447.2489415218956
Montanhas do Espírito Santo,ES,1981-07-02,15.84864454905192,25.551148173014322,1445.4985611979166
Média Mogiana,SP,1981-07-02,14.244284961534584,25.96259181395821,1491.3982935366423
Noroeste/Norte do Rio de Janeiro,RJ,1981-07-02,17.80623734148243,28.758313408380822,1026.6972069076344
Norte Pioneiro do Paraná,PR,1981-07-02,15.178529698797997,27.30935010166033,1312.6295226617908
Norte e Noroeste de Minas,MG,1981-07-02,17.92939179031937,29.79778685393157,1383.1826731363933
Oeste da Bahia,BA,1981-07-02,16.90223500690358,29.2264717836431,1162.447446119339
Ourinhos e Avaré,SP,1981-07-02,15.462835660544775,26.838715973720756,1181.105928154402
Paraná,PR,1981-07-02,16.119331486915286,27.446680492476414,1550.9686271265934
Pernambuco,PE,1981-07-02,18.334299909151518,28.075648645254283,739.2770329402043
Pinhal,SP,1981-07-02,14.366119054647593,26.748803945688103,1467.0263671875
Planalto Central,DF,1981-07-02,16.123918745252823,27.151476118299698,1583.7471064814815
Planalto de Vitória da Conquista,BA,1981-07-02,17.066806374934682,26.539179233082553,895.4991907487836
Rondônia,RO,1981-07-02,20.39096723667567,31.10704422241133,2041.7364986954174
Serrana de Itiruçu/Brejões,BA,1981-07-02,17.386058541231378,26.6051736876022,854.7475216887718
Serrana do Rio de Janeiro,RJ,1981-07-02,14.873028306400075,25.632420072368546,1378.277281518076
Sul de Minas,MG,1981-07-02,13.53916976852417,25.770833825683592,1578.7110912109374
Sul do Rio de Janeiro,RJ,1981-07-02,15.75982942336645,26.320426158415966,1246.0596469976963
Acre,AC,1982-07-02,20.691941680620662,31.11204547977927,2130.2338627954223
Alta Mogiana,SP,1982-07-02,16.631583049379547,26.73851121705154,1991.1238613786368
Atlântico Baiano,BA,1982-07-02,19.546816873768147,27.57172374638248,1231.3988951243223
Campo das Vertentes,MG,1982-07-02,15.116548215641695,25.622663273530847,1668.1171928854549
Caparaó,ES,1982-07-02,14.401958558617569,25.91702456590606,1295.7619509813262
Ceará,CE,1982-07-02,20.429141805629538,30.97523922390408,794.4407089695786
Cerrado Mineiro,MG,1982-07-02,17.00959344630903,28.61233416057768,1543.7845010382296
Chapada Diamantina,BA,1982-07-02,16.973452713409763,27.215809754722624,454.43913586698056
Chapada de Minas,MG,1982-07-02,16.73733429891783,27.620966191139086,865.6771973090664
Conilon Capixaba,ES,1982-07-02,19.23364254280373,28.999611801571316,1121.8637740523727
Goiás,GO,1982-07-02,17.579327261849734,29.083654596564475,1745.5497843097912
Mantiqueira de Minas,MG,1982-07-02,12.514025651491606,25.133027260120098,1743.0234914926382
Marília e Garça,SP,1982-07-02,16.892986551920572,27.51404003567166,1808.4919135199652
Matas de Minas,MG,1982-07-02,15.505745154160719,26.46571496816782,1185.175821797831
Matas de Rondônia,RO,1982-07-02,20.438465510935025,31.111965831811876,1899.3820344344429
Mato Grosso,MT,1982-07-02,20.270568556623232,31.39517201571567,2036.4181162195578
Montanhas de Minas,MG,1982-07-02,16.035090878493804,26.615579479619075,1389.7230119059857
Montanhas do Espírito Santo,ES,1982-07-02,15.89636391957601,26.03036013285319,1157.0273600260416
Média Mogiana,SP,1982-07-02,14.510730453159498,25.63493712052055,1824.424536663553
Noroeste/Norte do Rio de Janeiro,RJ,1982-07-02,18.001186310490475,28.781837390947945,1104.8790198217464
Norte Pioneiro do Paraná,PR,1982-07-02,15.699282592070018,26.73436162150498,1813.1005236037233
Norte e Noroeste de Minas,MG,1982-07-02,17.881409018128007,29.509443397875184,1669.3245552910698
Oeste da Bahia,BA,1982-07-02,17.587675969230936,30.39498625209625,890.9261419938847
Ourinhos e Avaré,SP,1982-07-02,15.882764395847115,26.285362776889595,1888.6655496576782
Paraná,PR,1982-07-02,16.598954161531047,27.0444863030785,1775.6769485473633
Pernambuco,PE,1982-07-02,18.76753657414363,28.288334978543794,734.9867595966045
Pinhal,SP,1982-07-02,14.244151298816387,26.50660052666297,1775.3458251953125
Planalto Central,DF,1982-07-02,16.907445889932138,26.9764562536169,1490.4480613425926
Planalto de Vitória da Conquista,BA,1982-07-02,17.561268041008397,27.485766929492616,585.6997779712342
Rondônia,RO,1982-07-02,20.676682223895384,31.111886505888428,2198.4304649074797
Serrana de Itiruçu/Brejões,BA,1982-07-02,17.78674584765767,27.24019494167594,577.9457848127498
Serrana do Rio de Janeiro,RJ,1982-07-02,15.242516648535634,25.51068567762188,1606.375483494179
Sul de Minas,MG,1982-07-02,13.928989004516602,25.729817962646486,1693.5727103515626
Sul do Rio de Janeiro,RJ,1982-07-02,16.07387373997615,26.045279576228214,1527.3121431790864
Acre,AC,1983-07-02,20.118686304619565,31.4174447874328,1660.5387268066406
Alta Mogiana,SP,1983-07-02,16.71226029560484,26.68660880779398,2544.7769859577047
Atlântico Baiano,BA,1983-07-02,20.02331785088805,28.2083313301818,1435.1332550745576
Campo das Vertentes,MG,1983-07-02,15.344993128496057,25.255217468037326,2256.934466193704
Caparaó,ES,1983-07-02,15.179626627666194,26.014563165059904,1722.8991877858232
Ceará,CE,1983-07-02,20.986794500639945,32.35828363052522,388.4539310956242
Cerrado Mineiro,MG,1983-07-02,17.246397455780155,28.246375453151284,2092.4591233784613
Chapada Diamantina,BA,1983-07-02,17.238236973276813,27.34054081147488,745.7188707089335
Chapada de Minas,MG,1983-07-02,17.094483030733265,27.963289213350237,1371.1017534249195
Conilon Capixaba,ES,1983-07-02,19.817296275386102,29.8182501439695,1467.88820054796
Goiás,GO,1983-07-02,17.73047767902454,29.106465763685982,1884.1766400528566
Mantiqueira de Minas,MG,1983-07-02,12.477464070686928,24.872527085817776,2652.1216947115386
Marília e Garça,SP,1983-07-02,16.993843375311958,27.368079800075954,1983.826416015625
Matas de Minas,MG,1983-07-02,16.16793311059058,26.586173931201856,1723.310635653409
Matas de Rondônia,RO,1983-07-02,19.98663734214893,31.331276166611822,1532.1786182348278
Mato Grosso,MT,1983-07-02,19.826395420829705,31.64684666781528,1747.8691317737478
Montanhas de Minas,MG,1983-07-02,16.57825725598443,26.59396611120468,1935.0995265415736
Montanhas do Espírito Santo,ES,1983-07-02,16.479608777364096,26.7030482228597,1784.8508349609374
Média Mogiana,SP,1983-07-02,14.903117221334707,25.72305919813073,2425.75610882303
Noroeste/Norte do Rio de Janeiro,RJ,1983-07-02,18.806067877177952,29.002131763892837,1631.500559360166
Norte Pioneiro do Paraná,PR,1983-07-02,15.986658759150945,26.577104338517426,1821.1909638533355
Norte e Noroeste de Minas,MG,1983-07-02,18.28652677712617,29.10840857470477,2011.3882468894676
Oeste da Bahia,BA,1983-07-02,17.821348169908166,30.139827129037624,1197.1624408252737
Ourinhos e Avaré,SP,1983-07-02,16.27086890641079,26.15463480385401,1960.7672407909106
Paraná,PR,1983-07-02,16.632903422179975,26.507488310337067,2239.2426697580436
Pernambuco,PE,1983-07-02,18.923733520507813,29.218925182635967,540.226808988131
Pinhal,SP,1983-07-02,14.984216433305006,26.365637925954964,2339.4368802584136
Planalto Central,DF,1983-07-02,17.077432173269766,26.945069207085503,1870.6905788845486
Planalto de Vitória da Conquista,BA,1983-07-02,17.71230703487731,27.642204970644233,919.038190875137
Rondônia,RO,1983-07-02,20.181657453111097,31.525089784989508,1771.5596448199076
Serrana de Itiruçu/Brejões,BA,1983-07-02,18.301263143849926,27.610870804897573,897.7345545569132
Serrana do Rio de Janeiro,RJ,1983-07-02,16.053933199714212,25.378827076332243,2037.6199448529412
Sul de Minas,MG,1983-07-02,14.47684387512207,25.43164119567871,2416.4480771484373
Sul do Rio de Janeiro,RJ,1983-07-02,16.572779802175667,25.961859580798027,2034.864001151843
Acre,AC,1984-07-01,19.83487621623667,30.94200750331783,2269.244596855125
Alta Mogiana,SP,1984-07-01,16.626084640108306,28.130456102305445,1408.4602429620152
Atlântico Baiano,BA,1984-07-01,20.007676564395155,28.29105845760537,1536.2523296478132
Campo das Vertentes,MG,1984-07-01,15.515469116323134,26.869344991796158,1148.772529153263
Caparaó,ES,1984-07-01,13.954252080219549,27.0340349150867,1358.046836294779
Ceará,CE,1984-07-01,20.255725128482087,30.488252581972063,1266.8272982510653
Cerrado Mineiro,MG,1984-07-01,16.91491617179065,29.40233247768805,1115.6766191881388
Chapada Diamantina,BA,1984-07-01,17.510004096757967,27.739583536594775,637.5246435683013
Chapada de Minas,MG,1984-07-01,16.946935784689472,28.987950263243977,829.8376354502614
Conilon Capixaba,ES,1984-07-01,19.90746102509675,30.941214897014476,1153.1738292552807
Goiás,GO,1984-07-01,17.521947236160596,29.738014208945188,1321.4129233077097
Mantiqueira de Minas,MG,1984-07-01,13.172797808280357,26.388412879063534,1089.3192490797776
Marília e Garça,SP,1984-07-01,16.968556849161782,28.752798292371963,1146.5216688368055
Matas de Minas,MG,1984-07-01,15.165614494910606,28.00641780133014,1297.318694001311
Matas de Rondônia,RO,1984-07-01,20.21103027454321,31.578105948627858,1760.920122494905
Mato Grosso,MT,1984-07-01,19.809364227448857,31.76382217671802,1848.1307127520836
Montanhas de Minas,MG,1984-07-01,16.313659323785537,27.863471016848,1182.6540834814086
Montanhas do Espírito Santo,ES,1984-07-01,15.984744326273601,27.441740315755208,1531.1190494791667
Média Mogiana,SP,1984-07-01,15.177140246266903,26.889324976050336,1221.8386814283288
Noroeste/Norte do Rio de Janeiro,RJ,1984-07-01,18.618539315235765,30.04172559327717,1127.877667004549
Norte Pioneiro do Paraná,PR,1984-07-01,15.847511785250184,28.041916921629127,1151.1429785329399
Norte e Noroeste de Minas,MG,1984-07-01,17.976124931264806,30.598505285051132,1203.398728829843
Oeste da Bahia,BA,1984-07-01,17.682656262647658,30.551983078533315,834.3566157703094
Ourinhos e Avaré,SP,1984-07-01,16.38516043591243,27.743316035116873,1074.6660615654403
Paraná,PR,1984-07-01,16.781745563996466,27.969865874240273,1409.8803045373213
Pernambuco,PE,1984-07-01,18.805673041710488,28.665535736083985,884.8800180288462
Pinhal,SP,1984-07-01,15.626917032095102,27.852917891282303,1174.128183218149
Planalto Central,DF,1984-07-01,16.98371332663077,27.39490897567184,1142.2372142650463
Planalto de Vitória da Conquista,BA,1984-07-01,17.907470167728892,28.00653738724558,561.621851335492
Rondônia,RO,1984-07-01,20.44221001867293,31.431600209466175,1929.871834294276
Serrana de Itiruçu/Brejões,BA,1984-07-01,18.344817849092706,27.863339756810387,764.9432781130769
Serrana do Rio de Janeiro,RJ,1984-07-01,16.041362762451172,26.511925454233207,1145.7494770124847
Sul de Minas,MG,1984-07-01,14.568556799316406,27.00013420715332,1171.6275854492187
Sul do Rio de Janeiro,RJ,1984-07-01,17.061820470369778,27.297964731852215,983.1383651342147
Acre,AC,1985-07-02,19.837130369253494,30.63384927337493,2087.276252171502
Alta Mogiana,SP,1985-07-02,15.959396937797809,27.56327142386601,1532.896680108432
Atlântico Baiano,BA,1985-07-02,19.839228129278034,27.76260648579358,1728.7848435493365
Campo das Vertentes,MG,1985-07-02,13.255325611899881,26.366785329930924,1581.701451918658
Caparaó,ES,1985-07-02,14.025515463294052,26.430617123115354,1780.036502000762
Ceará,CE,1985-07-02,20.06966165099481,29.66760666201813,2153.2556238656093
Cerrado Mineiro,MG,1985-07-02,16.382137977805442,28.533794586702903,1487.8384887189845
Chapada Diamantina,BA,1985-07-02,16.87676858370189,26.122752015918604,1363.039116501365
Chapada de Minas,MG,1985-07-02,16.21342413824224,28.04378572783012,1380.724324920763
Conilon Capixaba,ES,1985-07-02,20.057779294473153,30.3770869396351,1430.5688578287761
Goiás,GO,1985-07-02,17.437623890406822,29.332253788294416,1570.7176795824764
Mantiqueira de Minas,MG,1985-07-02,11.968136824094332,26.03212807728694,1703.7372295673076
Marília e Garça,SP,1985-07-02,16.848996671040855,29.195464621649847,1094.4323323567708
Matas de Minas,MG,1985-07-02,14.855219354162683,27.34305144356681,1623.5182815231644
Matas de Rondônia,RO,1985-07-02,20.161951009778008,31.29644244650136,1848.764696557971
Mato Grosso,MT,1985-07-02,20.086862158805395,31.67585783858618,1993.6412108759262
Montanhas de Minas,MG,1985-07-02,15.692883054116615,27.09383192994541,1715.873911233773
Montanhas do Espírito Santo,ES,1985-07-02,15.426282094319662,26.578639068603515,1669.6386962890624
Média Mogiana,SP,1985-07-02,14.439203169034874,26.625121676403545,1273.363750955333
Noroeste/Norte do Rio de Janeiro,RJ,1985-07-02,18.009197681765013,29.075391238248802,1385.3893347631526
Norte Pioneiro do Paraná,PR,1985-07-02,14.717447240301903,27.100853142163434,981.8888432928857
Norte e Noroeste de Minas,MG,1985-07-02,17.29552846484714,29.46849173086661,1450.7694696497035
Oeste da Bahia,BA,1985-07-02,17.37627225253671,29.22196144471194,1524.3618950665316
Ourinhos e Avaré,SP,1985-07-02,14.773185237761467,26.7017153463056,1173.1226655693465
Paraná,PR,1985-07-02,16.005587886822852,28.039184827553598,1150.558115908974
Pernambuco,PE,1985-07-02,18.68401480454665,27.995491966834436,1314.59055081881
Pinhal,SP,1985-07-02,14.652507048386793,27.593251888568584,1237.8909160907451
Planalto Central,DF,1985-07-02,16.709594232064706,26.777677995187265,1429.293258101852
Planalto de Vitória da Conquista,BA,1985-07-02,16.823761354412948,26.822415987650555,1188.7648791932222
Rondônia,RO,1985-07-02,20.356716978496568,31.17567218699977,2028.6182643429104
Serrana de Itiruçu/Brejões,BA,1985-07-02,17.95079270074534,26.876136469286543,1240.8098754882812
Serrana do Rio de Janeiro,RJ,1985-07-02,15.56821787591074,25.85245401719037,1644.815865310968
Sul de Minas,MG,1985-07-02,13.224693732452392,26.294504779052733,1597.79125078125
Sul do Rio de Janeiro,RJ,1985-07-02,16.429208266429413,26.404457630255283,1777.268063276242
Acre,AC,1986-07-02,19.892402509948116,30.583467792626003,2133.099387470801
Alta Mogiana,SP,1986-07-02,16.23489210523408,27.30739064052187,1664.152516332166
Atlântico Baiano,BA,1986-07-02,19.545732559134425,28.10907949160223,1161.8153895547946
Campo das Vertentes,MG,1986-07-02,14.76814104528988,26.625430892495547,1436.8997174431297
Caparaó,ES,1986-07-02,13.329635480555092,27.14191608894162,1114.0140083126905
Ceará,CE,1986-07-02,20.326368466772216,29.636588453042386,1512.0263912316525
Cerrado Mineiro,MG,1986-07-02,16.455069444194343,28.90962835276349,1374.1300041877953
Chapada Diamantina,BA,1986-07-02,16.849754042784962,27.128775103827834,524.97353127632
Chapada de Minas,MG,1986-07-02,16.468152312282143,28.668344621217123,727.0640986866798
Conilon Capixaba,ES,1986-07-02,19.647073516139276,29.875583419093378,845.0536809850622
Goiás,GO,1986-07-02,17.392270960738916,29.268444514389405,1345.6743933125063
Mantiqueira de Minas,MG,1986-07-02,12.440745995594906,25.769797215094933,1692.7176724947417
Marília e Garça,SP,1986-07-02,17.15814683702257,28.068143971761067,1452.6331353081598
Matas de Minas,MG,1986-07-02,15.008821180650404,27.859374853280876,987.9985048520815
Matas de Rondônia,RO,1986-07-02,20.065351010751034,31.05671354653179,1728.2175919242527
Mato Grosso,MT,1986-07-02,20.253856446072554,31.652920888922402,1995.4038219860793
Montanhas de Minas,MG,1986-07-02,16.224258790338848,27.7462653038197,1130.2933262416295
Montanhas do Espírito Santo,ES,1986-07-02,16.50291301727295,27.693082860310874,1011.9599308268229
Média Mogiana,SP,1986-07-02,14.958658415338267,26.474042311958645,1646.8490773076596
Noroeste/Norte do Rio de Janeiro,RJ,1986-07-02,18.17360718642609,29.925821014597446,921.8188329769087
Norte Pioneiro do Paraná,PR,1986-07-02,15.996845806744082,27.450290612295163,1500.1124362810283
Norte e Noroeste de Minas,MG,1986-07-02,17.8819586303499,30.042185138773036,1344.3680685537834
Oeste da Bahia,BA,1986-07-02,17.13555558352547,30.093448373723156,920.3300967292989
Ourinhos e Avaré,SP,1986-07-02,16.486993471781414,26.77990726758075,1617.9668572538642
Paraná,PR,1986-07-02,17.04334324441458,27.646265723203356,1595.5193348934777
Pernambuco,PE,1986-07-02,18.39083739060622,27.7535457611084,945.1902287409856
Pinhal,SP,1986-07-02,15.264043551224928,27.346482350276066,1680.7689068134014
Planalto Central,DF,1986-07-02,16.84572465331466,27.538683220192237,1062.4538675944011
Planalto de Vitória da Conquista,BA,1986-07-02,16.689895111217833,27.604510809245863,604.575190360086
Rondônia,RO,1986-07-02,20.246170654101626,31.056373048271038,2013.7544852834592
Serrana de Itiruçu/Brejões,BA,1986-07-02,17.70002673393072,27.533143464909042,635.5546009152434
Serrana do Rio de Janeiro,RJ,1986-07-02,15.808738353205662,26.919205011106005,1369.2802435183057
Sul de Minas,MG,1986-07-02,13.752578707885743,26.500352227783203,1547.4294030273438
Sul do Rio de Janeiro,RJ,1986-07-02,15.998005011142828,27.237128575642902,1333.614278157552
Acre,AC,1987-07-02,20.170482915849544,31.196792262283402,1855.1034441617267
Alta Mogiana,SP,1987-07-02,16.854893618616565,27.924607013833935,1463.4506288725754
Atlântico Baiano,BA,1987-07-02,20.2583668591225,28.758524803266134,1192.3744587658748
Campo das Vertentes,MG,1987-07-02,15.163834571838379,26.852509694940903,1360.2225198184742
Caparaó,ES,1987-07-02,13.656229740235863,26.795969288523604,1446.2619390720274
Ceará,CE,1987-07-02,20.9368799768313,30.856059199631815,780.8591678503788
Cerrado Mineiro,MG,1987-07-02,17.12556595140856,29.469755372152072,1391.0376075760425
Chapada Diamantina,BA,1987-07-02,17.923052723966123,28.123528604613803,600.0656090491766
Chapada de Minas,MG,1987-07-02,17.37318858014307,29.509203902003605,912.3729772818895
Conilon Capixaba,ES,1987-07-02,20.195799227114076,30.454627566867405,930.1356817174841
Goiás,GO,1987-07-02,17.8469409667087,29.421414529913694,1453.0739928317491
Mantiqueira de Minas,MG,1987-07-02,13.041567435631386,25.924893379211426,1493.5553471491887
Marília e Garça,SP,1987-07-02,16.86259451972114,28.103329510158964,1447.5410834418403
Matas de Minas,MG,1987-07-02,15.481010710442817,27.52221099480049,1254.7989100743007
Matas de Rondônia,RO,1987-07-02,20.412110353552777,31.451075728043264,1741.9781883350317
Mato Grosso,MT,1987-07-02,20.43492013178437,32.1226570747539,1880.61147166922
Montanhas de Minas,MG,1987-07-02,16.757094557123974,27.722046371689416,1310.607910959344
Montanhas do Espírito Santo,ES,1987-07-02,16.72326868693034,27.562743225097655,1428.233515625
Média Mogiana,SP,1987-07-02,15.116649005724037,26.738972124846086,1537.5796986455503
Noroeste/Norte do Rio de Janeiro,RJ,1987-07-02,18.80787569359888,29.627629123156584,1136.8402184595036
Norte Pioneiro do Paraná,PR,1987-07-02,15.50379295213848,27.231360969814002,1494.3108472891734
Norte e Noroeste de Minas,MG,1987-07-02,18.197538755558156,30.517084112873786,1415.0745713975693
Oeste da Bahia,BA,1987-07-02,19.006095424692898,31.17154699723351,1111.5929264333797
Ourinhos e Avaré,SP,1987-07-02,15.986653174123456,26.816502847979145,1569.1372660975303
Paraná,PR,1987-07-02,16.512716167851497,27.133632895193603,1685.851428383275
Pernambuco,PE,1987-07-02,18.92516001187838,29.354062887338493,603.5602647047776
Pinhal,SP,1987-07-02,15.755693032191349,27.794153433579666,1479.011202298678
Planalto Central,DF,1987-07-02,17.522980478074814,28.092471299348055,1423.844970703125
Planalto de Vitória da Conquista,BA,1987-07-02,18.224821977448045,28.763739301447284,620.7359556231582
Rondônia,RO,1987-07-02,20.54435092733216,31.478953337715133,1842.4052794512006
Serrana de Itiruçu/Brejões,BA,1987-07-02,18.750577593958656,28.488876852878306,665.5818069812864
Serrana do Rio de Janeiro,RJ,1987-07-02,16.045178151598165,26.25002434674431,1538.5762353036919
Sul de Minas,MG,1987-07-02,14.249258367156983,26.895945413208008,1399.5171087890626
Sul do Rio de Janeiro,RJ,1987-07-02,16.02531799903283,26.777239775046326,1349.2730243389424
Acre,AC,1988-07-01,18.804317380914735,31.113418128622236,1885.8498374133853
Alta Mogiana,SP,1988-07-01,16.047138049684722,27.621095657348633,1610.9567113415949
Atlântico Baiano,BA,1988-07-01,19.593110994661235,28.16240220962594,1207.292902976955
Campo das Vertentes,MG,1988-07-01,14.494696813471178,26.55050521738389,1290.6953627642463
Caparaó,ES,1988-07-01,14.218346502722763,24.90610350632086,1188.6960776724466
Ceará,CE,1988-07-01,20.608958928271978,30.498743596703115,1290.045868844697
Cerrado Mineiro,MG,1988-07-01,16.826635438709772,29.024646806420748,1303.8761215683837
Chapada Diamantina,BA,1988-07-01,17.261787804529128,27.0818729046109,802.1514275419668
Chapada de Minas,MG,1988-07-01,17.021532132701942,28.45485636483732,806.8325331501266
Conilon Capixaba,ES,1988-07-01,19.646166218651665,29.74429358376397,1029.0145263671875
Goiás,GO,1988-07-01,17.355448799378227,28.812447919891504,1503.3614831131497
Mantiqueira de Minas,MG,1988-07-01,12.637188728039082,25.62323335500864,1412.2298818734976
Marília e Garça,SP,1988-07-01,16.821541828579374,28.31141234503852,1317.224454752604
Matas de Minas,MG,1988-07-01,15.317198766695036,26.292253774362845,1134.5520898778955
Matas de Rondônia,RO,1988-07-01,19.822432150357013,31.056872265580772,1876.5745711616848
Mato Grosso,MT,1988-07-01,19.973566751612392,31.589493370296676,2001.5548165358632
